매장명,시도명,구군명,시도코드,구군코드,주소,전화번호,위도,매장코드,관리코드,오픈일자,테마매장여부
서초역이화빌딩,서울,서초구,01,0112,서울특별시 서초구 서초동 1538-10 IWHA (이화빌딩),1522-3232,37.488356,0,1354,20180329,T05@T08@T16@T17@T20@T21@T30@T36@T43@@T56@T57@T64@T65@T69@T71
서초구청,서울,서초구,01,0112,서울특별시 서초구 서초동 1365-23,1522-3232,37.484353839,0,1324,20180119,Z9999@T05@T08@T16@T17@T20@T21@T30@@T56@T57@T64@T65@T69@P80@P90
서초우성사거리,서울,서초구,01,0112,서울특별시 서초구 서초동 1329-7 신덕빌딩,1522-3232,37.493545,0,1301,20171128,Z9999@T02@T05@T08@T16@T17@T20@T21@T30@@T43@T56@T57@T64@T65@T69@T71@P80@P90
이수역사거리,서울,서초구,01,0112,서울특별시 서초구 방배동 3001-2 방배디오슈페리움1,1522-3232,37.48585,0,1236,20170803,Z9999@T05@T08@T16@T17@T20@T21@T30@@@@T43@T56@T57@T65@T69@T71@P80
강남대로신사,서울,서초구,01,0112,서울특별시 서초구 잠원동 21-7 경승빌딩,1522-3232,37.51489,0,1192,20170330,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@T56@T57@T64@T65@T69@T71@P80
서울고속터미널,서울,서초구,01,0112,서울특별시 서초구 반포동 19-4 강남고속버스터미널,1522-3232,37.5045697,0,1195,20170331,Z9999@T05@T08@@T16@T17@T20@T30@@@T56@T57@T64@T65@T69@P60@P80
방배,서울,서초구,01,0112,서울특별시 서초구 방배동 812-2,1522-3232,37.491914,0,1013,20151210,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@@T56@T57@T64@T65@T69@T71
방배카페거리,서울,서초구,01,0112,서울특별시 서초구 방배동 777-11,1522-3232,37.4934767,0,1024,20151223,Z9999@T05@T08@T16@T17@@T20@T21@T30@@@T43@T56@T57@T65@T69@T71
서초법원,서울,서초구,01,0112,서울특별시 서초구 서초동 1572-4,1522-3232,37.492881,0,1064,20160510,Z9999@T05@T08@T16@T17@T20@T21@T30@@@@T43@@T56@T57@T64@T65@T69@T71@P80@P90
청계산입구역,서울,서초구,01,0112,서울특별시 서초구 신원동 205-1,1522-3232,37.447323,0,1051,20160331,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@T56@T57@T64@T65@T69@T71@P80@P90@T09
사당로데오,서울,서초구,01,0112,서울특별시 서초구 방배동 444-7,1522-3232,37.4772752,0,970,20150915,Z9999@T02@T05@T08@T16@T17@T20@T21@@T30@T34@@@@T36@T43@T55@@T56@T57@T64@T65@T69@T71@P80
파미에파크R,서울,서초구,01,0112,서울특별시 서초구 반포동 118-3 센트럴시티 파미에파크돔 BP4-9호,1522-3232,37.5030521,0,812,20140729,Z9999@T03@T05@T08@T16@T17@T20@T26@T29@T30@@@T42@T56@T57@T64@T65@T69@P60@P80@T09
양재역,서울,서초구,01,0112,서울특별시 서초구 양재동 14-4 모산빌딩,1522-3232,37.482379525,0,830,20140923,Z9999@T03@T05@T08@T16@T17@T20@T21@T30@T34@T36@T37@T39@T41@T56@T57@T64@T65@T69@P80@P90
이수역,서울,서초구,01,0112,서울특별시 서초구 방배동 3000-1,1522-3232,37.4864664,0,811,20140724,Z9999@@T05@T08@T16@T17@T20@T21@T30@T34@@@@T56@T57@T65@T69@P80
내방역,서울,서초구,01,0112,서울특별시 서초구 방배동 851-1 대풍빌딩,1522-3232,37.490004,0,753,20140327,Z9999@T02@T05@T08@T16@T17@T20@T21@T30@T36@@T43@T56@T57@T64@T65@T69@T71@P80
서초파라곤,서울,서초구,01,0112,서울특별시 서초구 서초동 1327-29 서초파라곤,1522-3232,37.49494258899,0,729,20140128,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@T56@T57@T64@T65@T69@T71@P80@P90@T09
서울아트센터,서울,서초구,01,0112,서울특별시 서초구 서초동 1464-22 호경빌딩,1522-3232,37.480866,0,751,20140325,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T36@T51@@T56@T57@T64@T65@T69@P90
서초중앙로,서울,서초구,01,0112,서울특별시 서초구 반포동 52-6 남도빌딩,1522-3232,37.501691,0,730,20140128,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T43@@T56@T57@T64@T65@T69@T71
센트럴시티,서울,서초구,01,0112,서울특별시 서초구 반포동 19-3,1522-3232,37.504707,0,662,20130905,Z9999@T05@T08@T16@T17@T20@T30@@@T56@T57@T65@T69@P60@P80@P90@T09
방배역,서울,서초구,01,0112,서울특별시 서초구 방배동 908-10,1522-3232,37.48200755,0,218,20040316,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T36@T43@@T56@T57@T65@T69@T71@P80
반포역,서울,서초구,01,0112,서울특별시 서초구 잠원동 58-24 신반포11차상가,1522-3232,37.508589,0,233,20051021,Z9999@T05@T08@T16@T17@T20@T30@T34@@@T51@@T56@T57@T64@T65@T69@P80@T09
남부터미널,서울,서초구,01,0112,서울특별시 서초구 서초동 1445-4 래미안 서초유니빌 1층 101호,1522-3232,37.48467334,0,217,20040220,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@T51@@T56@T57@T64@T65@T69@T71@P60@P80@P90@T09
뉴코아강남,서울,서초구,01,0112,서울특별시 서초구 잠원동 70-1 킴스클럽,1522-3232,37.51031339,0,174,20011222,Z9999@T05@T08@T16@T17@T20@T30@T34@@@T43@T56@T57@T65@T69@T71@P40@P80@T09
강남서초초교,서울,서초구,01,0112,"서울특별시 서초구 서초동 1307-19 유빌딩 1,2층",1522-3232,37.5000875,0,214,20031219,Z9999@@T05@T08@T16@T17@T20@T30@T36@@T43@T56@T57@T64@T65@T69@T71@P80
교대,서울,서초구,01,0112,서울특별시 서초구 서초동 1657-5 카이스시스템빌딩,1522-3232,37.4923611,0,207,20030821,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T56@T57@T64@T65@T69@T71@P20@P80@P90
하이브랜드,서울,서초구,01,0112,서울특별시 서초구 양재2동 215 번지 리빙관 101호,1522-3232,37.46252023465575,0,277,20050327,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@T64@T65@T69@T71@T09
영동2교,서울,서초구,01,0112,서울특별시 서초구 양재동 4-3번지 대흥빌딩,1522-3232,37.48203954,0,23,20090319,Z9999@T05@T08@T16@T17@T20@T21@T30@@T36@@T43@T56@T57@T64@T65@T69@T71@P80@P90@T09
남부터미널역5번출구,서울,서초구,01,0112,서울특별시 서초구 서초동 1457-1,1522-3232,37.48436736,0,103,20071129,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@@T56@T57@T64@T65@T69@T71@P60@P80
서래마을입구,서울,서초구,01,0112,서울특별시 서초구 반포동 92-1,1522-3232,37.49925284,0,100,20080808,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@T51@@T56@T57@T64@T65@T69@T71@P90
몬테소리,서울,서초구,01,0112,서울특별시 서초구 서초동 1318-8,1522-3232,37.4982695,0,97,20071025,Z9999@T05@T08@T16@T17@T20@T30@T34@@@T43@T56@T57@T64@T65@T69@T71@P80@T09
서초역,서울,서초구,01,0112,서울특별시 서초구 서초동 1542-14번지,1522-3232,37.49067495,0,25,20090317,Z9999@T05@T08@T16@T17@T20@T21@T30@@T43@@T56@T57@T64@T65@T69@T71@P80
교대법원,서울,서초구,01,0112,서울특별시 서초구 서초동 1699-3 번지,1522-3232,37.496329,0,396,20110615,Z9999@@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T56@T57@T65@T69@T71@P90
강남GT타워,서울,서초구,01,0112,서울특별시 서초구 서초동 1317-23 GT타워,1522-3232,37.4979079083082,0,486,20120228,T05@T08@T16@T17@T20@T21@T30@T34@T36@@T51@T57@T64@T65@T69@P80@T09
서초동,서울,서초구,01,0112,서울특별시 서초구 서초동 1439-14 현우빌딩1층,1522-3232,37.485941,0,462,20111221,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@T56@T57@T64@T65@T69@T71@P90
서울교대,서울,서초구,01,0112,서울특별시 서초구 서초동 1623-1번지 1층,1522-3232,37.4874556,0,327,20100715,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T36@@T43@T51@@T56@T57@T64@T65@T69@T71@P90
강남에비뉴,서울,서초구,01,0112,서울특별시 서초구 서초동 1303-16번지 강남역아이파크 B102~B105,1522-3232,37.5025778098288,0,598,20130322,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T36@T51@T56@T57@T64@T65@T69@P80@P90@T09
서초우면,서울,서초구,01,0112,"서울특별시 서초구 우면동 725 네이처프라자 103호, 104호",1522-3232,37.4640476055239,0,2515,20260130,T05@T16@T17@T20@T21@T27@T30@T34@T36@T43@T56@T57@T64@T65@T66@T69@T71
강남역7번출구,서울,서초구,01,0112,서울특별시 서초구 서초동 1319-9,1522-3232,37.4970606789351,0,2512,20251231,T05@T16@T17@T20@T21@T30@T34@T43@T51@T57@T63@T64@T65@T66@T69@T71@P80
반포자이,서울,서초구,01,0112,서울특별시 서초구 반포동 20-45 반포자이플라자,1522-3232,37.507170475349405,0,1918,20220113,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T43@T51@@T56@T57@T64@T65@T69@T71@P80
서초태우빌딩,서울,서초구,01,0112,서울특별시 서초구 서초동 1357-10 태우빌딩,1522-3232,37.48870504886586,0,2332,20240929,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@T63@T64@T65@T69@T71@P90
교대역3번출구,서울,서초구,01,0112,서울특별시 서초구 서초동 1692-3,1522-3232,37.4943456632732,0,2330,20240929,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@T63@T64@T65@T69@T71@P80
반포원베일리,서울,서초구,01,0112,서울특별시 서초구 반포동 0 원베일리 스퀘어,1522-3232,37.504657083267006,0,2263,20240430,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@T65@T69@T71@T75@P80@P90
양재역신분당역사,서울,서초구,01,0112,서울특별시 서초구 서초동 1366-9 양재역 지하1층 12호 (7번출구쪽),1522-3232,37.4839347328908,0,2368,20241227,T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@@T64@T65@T66@T69@T71@P80@P90
강남역우송빌딩,서울,서초구,01,0112,서울특별시 서초구 서초동 1316-28,1522-3232,37.4981314601413,0,2133,20230525,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T43@T51@T56@T57@T65@T69@T71
남부순환로방배DT,서울,서초구,01,0112,"서울특별시 서초구 방배동 623-4, 1동",1522-3232,37.47325689751075,0,2402,20250418,Z9999@T01@T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@@T65@T69@T71
양재하나로마트,서울,서초구,01,0112,서울특별시 서초구 양재동 230 농협하나로클럽,1522-3232,37.462361,0,2485,20251128,T05@T16@T17@T20@T21@@T34@T36@T43@T56@T57@T64@@T65@T66@T69@T71@@T09
신논현역,서울,서초구,01,0112,"서울특별시 서초구 반포동 747-13, 1층",1522-3232,37.5043755164343,0,2476,20251127,T05@T08@T17@T20@T21@T30@T34@T43@T51@T56@T57@@T65@T69@T71
강남역5번출구호정빌딩,서울,서초구,01,0112,서울특별시 서초구 서초동 1327-35 호정빌딩,1522-3232,37.49454215600861,0,2488,20251128,Z9999@T05@T08@T16@T17@T20@T21@T27@T30@T34@@T43@T51@T56@T57@T64@T65@T66@T69@T71@P80@T09
서이초교사거리,서울,서초구,01,0112,서울특별시 서초구 서초동 1332-4 폭스타운,1522-3232,37.4918146,0,1767,20210226,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T56@T57@T64@@T65@T69@P90
동작대로,서울,서초구,01,0112,서울특별시 서초구 방배동 438-16,1522-3232,37.4829997962039,0,2445,20250808,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T43@T56@T57@T64@T65@T67@T69@T71@P80@P90
강남르피에드,서울,서초구,01,0112,서울특별시 서초구 서초동 1321-7,1522-3232,37.4956746205474,0,2440,20250731,Z9999@T05@T16@T17@T20@T21@@T34@T36@T43@T51@T56@T57@T64@T65@T67@T69@T71@P80@T09
대륭서초타워,서울,서초구,01,0112,서울특별시 서초구 서초동 1337-20 대륭서초타워,1522-3232,37.492079729366196,0,2436,20250728,T05@T08@T16@T17@T20@T21@T27@T30@T34@T36@T43@T51@T56@T57@T64@T65@T66@T69@T71@P80
뉴코아강남B1,서울,서초구,01,0112,서울특별시 서초구 잠원동 70-2 뉴코아백화점,1522-3232,37.509145,0,2538,20260331,T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T55@T56@T57@T64@T65@T66@T69@T71@P40@T09
서울웨이브아트센터,서울,서초구,01,0112,서울특별시 서초구 잠원동 149-2,1522-3232,37.518807,0,1713,20200929,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T56@T57@T64@T65@T69
논현역,서울,서초구,01,0112,서울특별시 서초구 잠원동 37-7 1~2층,1522-3232,37.5114376142061,0,831,20140924,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T56@T57@T64@T65@T69@P60@P70@P80
길음역,서울,성북구,01,0113,서울특별시 성북구 돈암동 625-2 BR빌딩,1522-3232,37.602139,0,1571,20191203,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@T56@T57@T64@T65@T69@T71@P80@T09
미아이마트,서울,성북구,01,0113,서울특별시 성북구 길음동 25-2 신세계 이마트 미아점,1522-3232,37.61054298669914,0,1540,20190906,Z9999@T05@T08@T16@T17@T20@T30@T34@@@T36@@T43@@T56@T57@T65@T69@T71@P40@T09
종암DT,서울,성북구,01,0113,서울특별시 성북구 종암동 29-10,1522-3232,37.5919525,0,1369,20180530,Z9999@T01@T05@T08@T16@T17@T20@T30@T34@@T36@@@T56@T57@T65@T69@P20@P80@P90
미아,서울,성북구,01,0113,서울특별시 성북구 하월곡동 89-7 부영빌딩,1522-3232,37.607581,0,1206,20170428,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T36@@T43@@T56@T57@T65@T69@T71
성신여대정문,서울,성북구,01,0113,서울특별시 성북구 동선동2가 134 모아빌딩,1522-3232,37.590910,0,1077,20160620,Z9999@T05@T08@T16@T17@T20@T21@T30@T36@@@@T43@@T56@T57@T65@T69@T71@P20
종암,서울,성북구,01,0113,서울특별시 성북구 종암동 3-686 시원빌딩,1522-3232,37.601095,0,997,20151022,Z9999@T05@T08@T16@T17@T20@T21@T30@T36@@@T43@T56@T57@T65@T69@T71
삼선교,서울,성북구,01,0113,서울특별시 성북구 동소문동2가 11번지외 1필지 중 가호 1~2층,1522-3232,37.588696,0,726,20140127,Z9999@T02@T05@T08@T16@T17@T20@T21@T30@@T36@@@T43@@T57@T65@T69@T71@P20@P80
월곡역,서울,성북구,01,0113,서울특별시 성북구 하월곡동 46-73번지 101-1호,1522-3232,37.60203,0,615,20130516,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@T51@T56@T57@T65@T69@T71@P40@P80@T09
고대,서울,성북구,01,0113,서울특별시 성북구 안암동5가 104-30 0830,1522-3232,37.583925,0,203,20030705,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T36@T43@T51@T56@T57@T64@T65@T69@T71@P20
현대미아,서울,성북구,01,0113,서울특별시 성북구 길음동 20-1 현대백화점미아점 지하1층,1522-3232,37.608513711399176,0,57,20070409,T05@T08@T16@T17@T20@T30@T34@@T36@@@T56@T57@T64@T65@T69@P40@T09
성신여대,서울,성북구,01,0113,서울특별시 성북구 동선동1가 92-1번지,1522-3232,37.593135,0,510,20120427,Z9999@T05@T08@T16@T17@@T20@T21@T30@T34@@T36@@@T43@T51@@T56@T57@T65@T69@T71@P20@P80
안암역,서울,성북구,01,0113,서울특별시 성북구 안암동5가 92번지,1522-3232,37.586319,0,558,20120927,Z9999@T05@T08@T16@T17@T20@@T21@T30@T34@@T36@@T43@@T56@T57@T65@T69@T71@P20@P80
한성대입구역,서울,성북구,01,0113,서울특별시 성북구 성북동1가 35-1번지,1522-3232,37.5890412145186,0,466,20111230,Z9999@T05@T08@T16@T17@T20@T21@T30@@@@T36@T43@T51@@T56@T57@T63@T64@T65@T69@T71@P80@T09
길음뉴타운,서울,성북구,01,0113,서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,1522-3232,37.603633,0,2382,20250228,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@T64@T65@T69@T71@T09
고대안암병원,서울,성북구,01,0113,서울특별시 성북구 안암동5가 126-1 고려대학교 안암병원 제1주차장 3층(상층부 근린생활시설),1522-3232,37.586874,0,2010,20220729,Z9999@T05@T08@T12@T16@T17@T20@T21@T30@T34@@T36@T51@T56@T57@T64@T65@T69@P70@P80@P90
돌곶이역4번출구,서울,성북구,01,0113,서울특별시 성북구 장위동 50-46 H하우스 장위,1522-3232,37.611697,0,2572,20260528,T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@T64@T65@T67@T69@T71@P80@P90@T09
장위뉴타운,서울,성북구,01,0113,서울특별시 성북구 장위동 143-38 타워39,1522-3232,37.618072316295915,0,1823,20210624,T05@T08@T16@T17@T20@T21@T30@T34@@T36@T43@T51@T56@T57@T64@T65@T69@T71
성신여대입구역,서울,성북구,01,0113,서울특별시 성북구 동선동4가 1 (주)하나은행 돈암동지점,1522-3232,37.59303,0,2285,20240710,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@T56@T57@T63@T64@T65@T69@T71@P80@P90
송파나루역DT,서울,송파구,01,0114,서울특별시 송파구 송파동 59-9 송봉주유소,1522-3232,37.510976,0,1476,20190321,Z9999@T01@@T05@T08@T16@T17@T20@T30@T34@T36@@T56@T57@T65@T69@P80
송파헬리오시티,서울,송파구,01,0114,서울특별시 송파구 가락동 479 헬리오시티 단지상가 3A 16호~21호,1522-3232,37.4977826892486,0,1639,20200429,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T36@T56@T57@T65@T69@P90
잠실시그마타워,서울,송파구,01,0114,서울특별시 송파구 신천동 7-19 잠실시그마타워,1522-3232,37.51461,0,1441,20181127,Z9999@T05@T08@T16@T17@T20@T21@T30@@T36@@T56@T57@T64@T65@T69@P80@P90
문정법원로R,서울,송파구,01,0114,서울특별시 송파구 문정동 642 송파 테라타워2,1522-3232,37.487356272840365,0,1402,20180817,Z9999@T03@T05@T08@T16@T17@T20@T21@@T26@T29@T30@@@T37@T38@T39@T42@T56@T57@T64@T65@T69@P90@T09
송파개롱역,서울,송파구,01,0114,서울특별시 송파구 가락동 174-14 한라산업개발빌딩,1522-3232,37.49713613426668,0,1352,20180323,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T56@T57@T65@T69@P80
문정하비오,서울,송파구,01,0114,서울특별시 송파구 문정동 618 파크하비오 204동 104호~107호,1522-3232,37.48211912934925,0,1224,20170531,Z9999@T05@T08@T16@T17@T20@T21@T30@@T36@@T43@@T56@T57@T65@T69@T71@P40@T09
문정역,서울,송파구,01,0114,"서울특별시 송파구 문정동 651 테라타워 B동 137호~139호,204호",1522-3232,37.48529649766194,0,1220,20170523,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@@T56@T57@T64@T65@T69@T71@P80@T09
잠실대교남단R,서울,송파구,01,0114,서울특별시 송파구 신천동 7-30 타워730 1층,1522-3232,37.515511,0,1194,20170330,Z9999@T03@@T05@T08@T16@T17@T20@@T26@T29@T30@T34@@T36@@T42@T43@T56@T57@T64@T65@T69@T71@P80@P90@T09
송파위례,서울,송파구,01,0114,"서울특별시 송파구 장지동 884 위례2차아이파크 제상가 3동 1층 C-104, 105, 106, 107호",1522-3232,37.478416,0,1233,20170628,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T36@T43@@T56@T57@T64@T65@T69@T71@P90@T09
송파방이DT,서울,송파구,01,0114,"서울특별시 송파구 방이동 226-10, 226-11",1522-3232,37.506564,0,1106,20160909,Z9999@T01@T05@T08@T16@T17@T20@T30@@T34@@@@T51@T56@T57@T65@T69
올림픽평화의문,서울,송파구,01,0114,서울특별시 송파구 방이동 180-8 해태그린피아빌라트,1522-3232,37.5156426,0,1002,20151106,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T56@T57@T65@T69@T71@P80
송파아이파크,서울,송파구,01,0114,서울특별시 송파구 문정동 624 송파아이파크 C-301호,1522-3232,37.47979344097158,0,1049,20160405,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T36@T43@T57@T64@T65@T69@T71@T09
송파사거리,서울,송파구,01,0114,서울특별시 송파구 송파동 96-7,1522-3232,37.5022788,0,948,20150714,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T56@T57@T64@T65@T69@T71@P80
석촌서호,서울,송파구,01,0114,서울특별시 송파구 삼전동 130-2,1522-3232,37.5063929,0,904,20150326,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T56@T57@T65@T69@T71
문정로데오,서울,송파구,01,0114,서울특별시 송파구 가락동 125-6,1522-3232,37.491858429761606,0,879,20150106,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T36@T43@@T56@T57@T65@T69@T71@P80@T09
올림픽훼미리,서울,송파구,01,0114,서울특별시 송파구 문정동 150-26 훼미리샤르망 101~104호,1522-3232,37.491616375205915,0,809,20140722,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@@T57@T65@T69@T71@P60@P80@T09
올림픽공원남문,서울,송파구,01,0114,서울특별시 송파구 방이동 181번지 외 2필지,1522-3232,37.5133,0,781,20140526,T02@T05@T08@T16@T17@T20@T21@@T30@@@@T43@T51@T55@@T56@T57@T65@T69@T71@P80
방이역,서울,송파구,01,0114,서울특별시 송파구 오금동 17-8 1~2층,1522-3232,37.5084904076542,0,705,20131219,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@@@T43@@T56@T57@T64@T65@T69@T71@P80@P90
석촌호수,서울,송파구,01,0114,"서울특별시 송파구 송파동 7-4, 7-5 (석촌호수로 262) 1~3층",1522-3232,37.50957859,0,700,20131210,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T43@T51@T56@T57@T65@T68@T69@T71
잠실푸르지오월드,서울,송파구,01,0114,서울특별시 송파구 신천동 11-4 잠실푸르지오월드마크 1층,1522-3232,37.517287,0,661,20130906,Z9999@T02@T05@T08@T16@T17@T20@T21@T30@T34@T36@@T43@@T56@T57@T64@T65@T69@T71@P80@P90@T09
잠실새내역,서울,송파구,01,0114,서울특별시 송파구 잠실동 181외 3필지,1522-3232,37.511679,0,663,20130912,Z9999@T05@T08@T16@T17@T20@T30@T34@@@T36@T43@T56@T57@T64@T65@T69@T71@P80
잠실역,서울,송파구,01,0114,"서울특별시 송파구 신천동 7-17 웰리스타워,삼성웰리스아파트 (한빛프라자 1층,2층)",1522-3232,37.515272,0,211,20030930,Z9999@@T05@T08@T16@T17@T20@T30@@T36@@T43@T56@T57@T64@T65@T69@T71@P80@P90
갤러리아팰리스,서울,송파구,01,0114,서울특별시 송파구 잠실동 40번지 갤러리아 팰리스,1522-3232,37.511561,0,276,20050330,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T36@@T43@T51@@T56@T57@T63@T64@T65@T69@T71@P90@T09
아시아선수촌,서울,송파구,01,0114,서울특별시 송파구 잠실동 175,1522-3232,37.51059,0,270,20050609,Z9999@T05@T08@T16@T17@T20@T30@T34@T36@@@T43@T56@T57@T64@T65@T69@T71@P80@P90
올림픽아파트,서울,송파구,01,0114,서울특별시 송파구 방이동 89-12,1522-3232,37.515315,0,591,20130228,Z9999@T05@T08@T16@T17@T20@T21@T30@@T36@@@T43@@T56@T57@T65@T69@T71@P80@T09
가락본동,서울,송파구,01,0114,서울특별시 송파구 가락동 97-7,1522-3232,37.494812392616524,0,503,20120413,Z9999@T05@T08@T16@T17@T20@T21@T30@@@T43@@T56@T57@T65@T69@T71@P80
석촌역,서울,송파구,01,0114,서울특별시 송파구 석촌동 286-9번지 1층,1522-3232,37.50442905864979,0,344,20100917,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@@T43@@T55@T56@T57@T64@T65@T69@T71@P80@T09
가락시장역,서울,송파구,01,0114,서울특별시 송파구 가락동 79번지 롯데캐슬 파인힐 1층,1522-3232,37.49442875605291,0,475,20120120,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T43@@T56@T57@T65@T69@T71@P80@T09
가든파이브,서울,송파구,01,0114,서울특별시 송파구 문정동 292 가든파이브툴 지하1층,1522-3232,37.477974676564614,0,405,20110630,Z9999@T05@T08@T16@T17@T20@T30@T34@T36@@@T43@T51@T57@T64@T65@T69@T71@P40@T09
문정역2번출구,서울,송파구,01,0114,"서울특별시 송파구 문정동 55-6번지, B102~B103호",1522-3232,37.48629340180307,0,2274,20240530,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T36@T43@T51@@T56@T57@T65@T69@T71@P80@T09
잠실본동,서울,송파구,01,0114,"서울특별시 송파구 잠실동 196-8외 1필지, 1층",1522-3232,37.5086445885442,0,2142,20230530,Z9999@T05@T08@T16@T17@T20@T30@T34@T36@T43@T51@T56@T57@T65@T69@T71
송파NC,서울,송파구,01,0114,서울특별시 송파구 문정동 634 가든파이브라이프 패션관1층,1522-3232,37.47790894730962,0,1825,20210719,T05@T08@T16@T17@T20@T30@T34@@T51@T56@T57@T65@T69@P40@P80@T09
잠실트리지움,서울,송파구,01,0114,서울특별시 송파구 잠실동 35-2 트리지움,1522-3232,37.5109647,0,2447,20250828,T05@T16@T17@T20@T21@T30@T34@T43@T57@T64@T65@T66@T69@T71@P80
송파거여역,서울,송파구,01,0114,서울특별시 송파구 거여동 21-8,1522-3232,37.49360000716603,0,1986,20220616,T05@T08@T16@T17@T20@T21@T30@T34@@T36@T43@T51@@T56@T57@T64@T65@T69@T71@P80
몽촌토성역,서울,송파구,01,0114,서울특별시 송파구 방이동 44-3 현대토픽스,1522-3232,37.516913,0,1674,20200717,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@@T36@T56@T57@T64@T65@T69
잠실학원사거리,서울,송파구,01,0114,서울특별시 송파구 삼전동 1 삼전빌딩,1522-3232,37.5073157,0,2457,20250926,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@T65@T69@T71
잠실르엘,서울,송파구,01,0114,"서울특별시 송파구 신천동 17-6 104, 105, 106",1522-3232,37.51595,0,2531,20260326,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@T65@T69@T71
송파KT,서울,송파구,01,0114,"서울특별시 송파구 신천동 29-1, 오피스빌딩 1층 2~4호",1522-3232,37.51394208,0,1867,20210910,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T36@T51@T56@T57@T64@T65@T69
송파풍납,서울,송파구,01,0114,서울특별시 송파구 풍납동 403-2 도원빌딩,1522-3232,37.5290304826608,0,2561,20260430,T05@T08@T16@T17@T20@T21@T30@T34@T43@@T56@T57@T65@T67@T69@T71
문정법조타운 한양타워,서울,송파구,01,0114,서울특별시 송파구 문정동 641-11 한양타워,1522-3232,37.485796586165364,0,2132,20230519,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@@T43@T51@@T56@T57@T64@T65@T69@T71@T09
잠실래미안아이파크,서울,송파구,01,0114,서울특별시 송파구 신천동 20-4,1522-3232,37.519191562610914,0,2543,20260417,Z9999@T05@T08@T16@T17@T20@T21@T30@T34@T43@T51@T56@T57@T65@T69@T71
